chr,interval_start,interval_stop,methSeqStart,methSeqStop,methSeqLength,numU,numM,MD,case_1,case_10,case_11,case_12,case_13,case_14,case_15,case_16,case_17,case_18,case_19,case_2,case_20,case_3,case_4,case_5,case_6,case_7,case_8,case_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_3,control_4,control_5,control_6,control_7,control_8,control_9
chr19,58220244,58220744,58220481,58220632,151,10,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220482,58220603,121,9,0,0.0,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220483,58220603,120,8,0,0.0,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220484,58220604,120,8,0,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220485,58220605,120,6,2,0.25,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220486,58220607,121,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,,1.0
chr19,58220244,58220744,58220487,58220607,120,6,2,0.25,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220487,58220619,132,6,2,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220488,58220608,120,8,0,0.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220488,58220609,121,1,7,0.875,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220488,58220609,121,6,2,0.25,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220488,58220609,121,8,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220488,58220656,168,9,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220489,58220609,120,1,7,0.875,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220490,58220609,119,8,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220490,58220610,120,3,5,0.625,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220490,58220610,120,8,0,0.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220491,58220576,85,7,0,0.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220492,58220613,121,8,0,0.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220493,58220558,65,0,5,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220493,58220582,89,6,1,0.14285714285714285,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220493,58220613,120,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
chr19,58220244,58220744,58220495,58220616,121,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0
chr19,58220244,58220744,58220495,58220623,128,8,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
chr19,58220244,58220744,58220497,58220618,121,7,0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220498,58220619,121,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0
chr19,58220244,58220744,58220500,58220621,121,7,0,0.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220501,58220622,121,7,0,0.0,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220501,58220638,137,6,2,0.25,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220583,81,1,4,0.8,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220588,86,2,3,0.6,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220619,117,6,0,0.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220621,119,6,0,0.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220622,120,5,1,0.16666666666666666,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220622,120,6,0,0.0,,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220502,58220623,121,6,0,0.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,1.0,,,
chr19,58220244,58220744,58220503,58220624,121,6,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220505,58220626,121,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
chr19,58220244,58220744,58220506,58220625,119,5,1,0.16666666666666666,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220506,58220627,121,1,5,0.8333333333333334,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220507,58220628,121,6,0,0.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220508,58220623,115,5,1,0.16666666666666666,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220510,58220560,50,0,3,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220510,58220629,117,10,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
chr19,58220244,58220744,58220510,58220629,119,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
chr19,58220244,58220744,58220511,58220632,121,6,1,0.14285714285714285,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220512,58220632,120,7,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220513,58220634,121,4,3,0.42857142857142855,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220513,58220673,160,4,6,0.6,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220514,58220609,95,1,4,0.8,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220514,58220633,119,7,0,0.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220514,58220634,120,1,5,0.8333333333333334,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220514,58220635,121,0,6,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220514,58220635,121,7,0,0.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220515,58220582,67,2,2,0.5,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220515,58220620,105,3,2,0.4,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220515,58220662,147,6,1,0.14285714285714285,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220516,58220637,121,5,1,0.16666666666666666,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220516,58220637,121,6,0,0.0,,,,,,2.0,,,,1.0,2.0,,2.0,,,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,
chr19,58220244,58220744,58220516,58220657,141,6,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220516,58220714,198,10,0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220633,116,6,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220637,120,5,0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220637,120,6,0,0.0,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,
chr19,58220244,58220744,58220517,58220638,121,6,0,0.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220639,122,6,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220672,155,9,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220517,58220679,162,9,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220518,58220638,120,5,0,0.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220518,58220639,121,5,0,0.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220520,58220638,118,3,2,0.4,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220520,58220639,119,5,0,0.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220520,58220641,121,5,0,0.0,,,,,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0
chr19,58220244,58220744,58220521,58220641,120,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,
chr19,58220244,58220744,58220522,58220640,118,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,
chr19,58220244,58220744,58220522,58220643,121,1,4,0.8,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220522,58220643,121,5,0,0.0,2.0,2.0,,2.0,1.0,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220522,58220656,134,5,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220522,58220658,136,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
chr19,58220244,58220744,58220523,58220639,116,4,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,
chr19,58220244,58220744,58220523,58220643,120,5,0,0.0,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220523,58220644,121,4,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220523,58220644,121,4,1,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220523,58220644,121,5,0,0.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,
chr19,58220244,58220744,58220523,58220693,170,8,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220523,58220716,193,9,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
chr19,58220244,58220744,58220524,58220640,116,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
chr19,58220244,58220744,58220524,58220644,120,5,0,0.0,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220524,58220645,121,5,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220525,58220646,121,5,0,0.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220525,58220685,160,8,0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220526,58220647,121,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
chr19,58220244,58220744,58220527,58220647,120,5,0,0.0,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220527,58220648,121,3,2,0.4,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220528,58220585,57,3,0,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220528,58220647,119,4,1,0.2,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220528,58220649,121,0,5,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220528,58220649,121,2,3,0.6,,,,2.0,,2.0,,2.0,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220528,58220649,121,5,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,
chr19,58220244,58220744,58220528,58220670,142,8,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220529,58220650,121,5,0,0.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220530,58220651,121,1,4,0.8,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220530,58220651,121,5,0,0.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,
chr19,58220244,58220744,58220530,58220700,170,8,0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220531,58220652,121,5,0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220534,58220652,118,4,1,0.2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,
chr19,58220244,58220744,58220534,58220654,120,5,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220535,58220655,120,4,1,0.2,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220535,58220656,121,5,0,0.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220535,58220708,173,9,0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220536,58220656,29,3,0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220536,58220656,120,3,1,0.25,1.0,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220536,58220656,120,5,0,0.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220655,118,4,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,
chr19,58220244,58220744,58220537,58220656,89,0,6,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220656,119,3,1,0.25,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220656,119,4,0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220657,120,4,0,0.0,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220658,105,3,8,0.7272727272727273,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220658,121,4,0,0.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220658,121,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
chr19,58220244,58220744,58220537,58220673,136,7,0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220539,58220659,120,4,1,0.2,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220540,58220660,120,1,4,0.8,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220540,58220660,120,5,0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220541,58220662,121,5,0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220541,58220680,139,7,0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220542,58220661,119,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
chr19,58220244,58220744,58220542,58220662,120,4,1,0.2,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220588,44,0,2,1.0,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220589,45,0,2,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220637,93,1,3,0.75,,1.0,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220659,115,3,2,0.4,1.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220664,120,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,
chr19,58220244,58220744,58220544,58220665,121,0,6,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220665,121,1,5,0.8333333333333334,,,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220665,121,6,0,0.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220693,149,4,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220721,177,0,9,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220544,58220811,242,5,6,0.5454545454545454,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220545,58220589,44,0,2,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220545,58220589,113,5,2,0.2857142857142857,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220545,58220665,120,5,0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220545,58220665,120,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,
chr19,58220244,58220744,58220545,58220666,121,2,4,0.6666666666666666,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220588,42,1,1,0.5,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220608,62,0,3,1.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220632,86,1,3,0.75,,,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220666,120,3,3,0.5,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220666,120,6,0,0.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220667,86,0,6,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220667,121,1,5,0.8333333333333334,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220667,121,3,3,0.5,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220546,58220667,121,6,0,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,
chr19,58220244,58220744,58220546,58220683,137,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0
chr19,58220244,58220744,58220547,58220667,120,1,5,0.8333333333333334,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220547,58220667,120,6,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0
chr19,58220244,58220744,58220548,58220650,102,3,1,0.25,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220548,58220650,119,5,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220548,58220668,120,2,4,0.6666666666666666,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220668,119,4,2,0.3333333333333333,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220669,119,6,0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220669,120,0,7,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220669,120,5,1,0.16666666666666666,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220669,120,6,0,0.0,,1.0,,1.0,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220670,121,2,5,0.7142857142857143,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220549,58220670,121,6,0,0.0,1.0,,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220550,58220670,120,7,0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220550,58220671,121,7,0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chr19,58220244,58220744,58220551,58220662,111,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
chr19,58220244,58220744,58220551,58220670,119,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
chr19,58220244,58220744,58220551,58220670,119,6,0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
